Sentiment,tweet_tokens_stemmed
positive,"['mari', 'keras', 'mengemban', 'amanah']"
positive,"['syukur', 'kemenangan', 'rakyat', 'jakarta']"
positive,['waaah']
positive,"['ngawur', 'berpihak', 'pengusaha', 'rakyat', 'berbeda', 'ahok', 'pro', 'pengembang']"
positive,"['saran', 'mewujudkan', 'program', 'dana', 'milyarrw', 'dibutuhkan', 'persetujuan', 'dprd', 'ri', 'ri', 'cegah', 'korupsi']"
positive,"['setuju', 'banget', 'membawa', 'jakarta']"
positive,"['saran', 'reklamasi', 'dibatalkan', 'dibicarakan', 'pemerintah', 'pusat']"
positive,"['jeda', 'iklan', 'sandiaga', 'turun', 'panggung', 'debat', 'peluk', 'erat', 'nelayan', 'bang']"
positive,"['lsi', 'jelang', 'pilkada', 'suara', 'ahok', 'tertinggal', 'anies']"
positive,"['sandiaga', 'uno', 'gaji', 'kaum', 'dhuafa']"
positive,"['bismillah', 'semoga', 'gubernur', 'baruu']"
positive,"['allah', 'karuniai', 'gubernur', 'wagub', 'jujur', 'adil', 'amanah', 'tulus', 'mengabdi', 'kemaslahatan', 'dki', 'jakarta', 'amin']"
positive,"['menarik', 'sesuai', 'hati', 'nurani', 'hand', 'hand', 'hand']"
positive,"['selamat', 'keberhasilan', 'hand']"
positive,"['macammacam', 'keramaian', 'pilkada', 'dki', 'potong', 'nenen', 'jago', 'ngeles', 'ramalan', 'selamat', 'aniessandi']"
positive,"['semoga', 'janji', 'gubernur', 'terpenuhi', 'folded', 'hands']"
positive,"['jakarta', 'benarbenar', 'milik', 'indonesia', 'terima', 'kasih']"
positive,"['pilihanku', 'hand', 'hand', 'hand']"
positive,"['anies', 'pasrah', 'hasil', 'pilkada', 'dki', 'jakarta']"
positive,['allahuakbar']
positive,"['hand', 'hand', 'hand']"
positive,"['bedanya', 'suara', 'ahy', 'aniessandi', 'glowing', 'star', 'glowing', 'star', 'glowing', 'star']"
positive,"['menang', 'pilkada', 'dki', 'prabowo', 'aniessandi', 'keras']"
positive,"['doain', 'daerah', 'gub', 'folded', 'hands', 'gym', 'kritik', 'syukuran', 'aniessandi', 'menang', 'pilkada', 'dki']"
positive,"['feeling', 'menang', 'pasangan', 'aniessandi']"
positive,"['kpu', 'umumkan', 'hasil', 'pilkada', 'dki', 'aniessandi', 'menang', 'karangan', 'bunga', 'ngaruh', 'cat', 'face', 'with', 'tears', 'joy']"
positive,"['hasil', 'rekapituasi', 'manual', 'pilkada', 'dki', 'aniessandi', 'menang']"
positive,"['alesha', 'milih', 'smiling', 'face', 'with', 'sunglasses', 'jari']"
positive,"['hand', 'hand', 'hand']"
positive,"['hand', 'jakarta']"
positive,"['hahaha', 'adjrot', 'adjrot', 'kehabisan', 'akal', 'mengalahkan', 'kandidat', 'favoritku', 'lovered', 'lovered']"
positive,"['insya', 'allah', 'menang', 'lukai', 'hati', 'umat', 'islam', 'menjabat', 'hand', 'hand', 'hand']"
positive,"['sayang', 'acaranya', 'keren', 'hand', 'hand']"
positive,"['anies', 'hand', 'gubernur', 'rakyat', 'gubernur', 'pengembang']"
positive,"['ahok', 'najwa', 'bener', 'bener', 'mati', 'kutu', 'bingung', 'tudingan', 'ringan', 'smiling', 'face', 'with', 'hearteyes', 'smiling', 'face', 'with', 'hearteyes']"
positive,[]
positive,['saudara']
positive,['pan']
positive,"['bang', 'habis', 'manggung', 'thumbs', 'up', 'thumbs', 'up']"
positive,"['hand', 'hand', 'hand']"
positive,"['nongkrong', 'didatangi', 'timses', 'paslon', 'hand']"
positive,"['anies', 'pempmpinnya', 'maju', 'jalan', 'ridhoi', 'allah', 'thumbs', 'up', 'thumbs', 'up']"
positive,"['gubernur', 'terpilih', 'anies']"
positive,"['mencoba', 'menerapkan', 'lakukan', 'hand']"
positive,"['lupa', 'hand', 'hand', 'hand']"
positive,"['brgabung', 'dukung', 'usaha', 'pimpinannya', 'ust', 'yusuf', 'mansyur', 'folded', 'hands']"
positive,['hand']
positive,"['wiiih', 'aqua', 'pilih', 'hand', 'hand', 'hand']"
positive,"['kayaknya', 'nggak', 'fokus', 'insyaalloh', 'okeoke', 'hand']"
positive,[]
positive,"['jaringan', 'menghadirkan', 'okeoce', 'mart', 'hand']"
positive,"['pilih', 'tanggal', 'april', 'kakak', 'hand']"
positive,"['bpk', 'rspun', 'selfie', 'hand']"
positive,"['merangkul', 'batas', 'usia', 'kelamin', 'hand', 'victory', 'hand']"
positive,"['jagoanku', 'dibidang', 'digital', 'smiling', 'face', 'with', 'sunglasses', 'hand']"
positive,[]
positive,"['sandiaga', 'bangun', 'rumah', 'simpel', 'dibanding', 'tol', 'cipali']"
