,Sentiment,Text Tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_stemmed
220,positive,anak th yang berfikir dewasa mampu mampu membiyayai sekolahnya sendiri dengan cara membajak sawah tv,"['anak', 'th', 'yang', 'berfikir', 'dewasa', 'mampu', 'mampu', 'membiyayai', 'sekolahnya', 'sendiri', 'dengan', 'cara', 'membajak', 'sawah', 'tv']",<FreqDist with 14 samples and 15 outcomes>,"['anak', 'berfikir', 'dewasa', 'membiyayai', 'sekolahnya', 'membajak', 'sawah', 'tv']","['anak', 'berfikir', 'dewasa', 'membiyayai', 'sekolahnya', 'membajak', 'sawah', 'tv']"
221,positive,kangen lagi nonton sama ayah ayah langsung bilang seharusnya kamu bersyukur,"['kangen', 'lagi', 'nonton', 'sama', 'ayah', 'ayah', 'langsung', 'bilang', 'seharusnya', 'kamu', 'bersyukur']",<FreqDist with 10 samples and 11 outcomes>,"['kangen', 'nonton', 'ayah', 'ayah', 'bersyukur']","['kangen', 'nonton', 'ayah', 'ayah', 'bersyukur']"
222,positive,siang ini jg jadi ajang reuni sahabat kosti dki dan kosti jateng,"['siang', 'ini', 'jg', 'jadi', 'ajang', 'reuni', 'sahabat', 'kosti', 'dki', 'dan', 'kosti', 'jateng']",<FreqDist with 11 samples and 12 outcomes>,"['siang', 'ajang', 'reuni', 'sahabat', 'kosti', 'dki', 'kosti', 'jateng']","['siang', 'ajang', 'reuni', 'sahabat', 'kosti', 'dki', 'kosti', 'jateng']"
223,positive,bapak ku lucu ya,"['bapak', 'ku', 'lucu', 'ya']",<FreqDist with 4 samples and 4 outcomes>,"['ku', 'lucu']","['ku', 'lucu']"
224,positive,besok pagi harus uts jd pulang duluan cuma poto bareng gambarnya,"['besok', 'pagi', 'harus', 'uts', 'jd', 'pulang', 'duluan', 'cuma', 'poto', 'bareng', 'gambarnya']",<FreqDist with 11 samples and 11 outcomes>,"['besok', 'pagi', 'uts', 'pulang', 'duluan', 'poto', 'bareng', 'gambarnya']","['besok', 'pagi', 'uts', 'pulang', 'duluan', 'poto', 'bareng', 'gambarnya']"
225,positive,bahagianya masuk tv bersama kawan kick andy,"['bahagianya', 'masuk', 'tv', 'bersama', 'kawan', 'kick', 'andy']",<FreqDist with 7 samples and 7 outcomes>,"['bahagianya', 'tv', 'kawan', 'kick', 'andy']","['bahagianya', 'tv', 'kawan', 'kick', 'andy']"
226,positive,keren dan kocak nih tamu merekamereka yg memang lomba design yg berasal dari malang,"['keren', 'dan', 'kocak', 'nih', 'tamu', 'merekamereka', 'yg', 'memang', 'lomba', 'design', 'yg', 'berasal', 'dari', 'malang']",<FreqDist with 13 samples and 14 outcomes>,"['keren', 'kocak', 'tamu', 'merekamereka', 'lomba', 'design', 'berasal', 'malang']","['keren', 'kocak', 'tamu', 'merekamereka', 'lomba', 'design', 'berasal', 'malang']"
227,positive,lucu ni bapak bikin ketawa terus persis kayak di tv,"['lucu', 'ni', 'bapak', 'bikin', 'ketawa', 'terus', 'persis', 'kayak', 'di', 'tv']",<FreqDist with 10 samples and 10 outcomes>,"['lucu', 'ketawa', 'persis', 'tv']","['lucu', 'ketawa', 'persis', 'tv']"
228,positive,terima kasih sudah menginspirasi saya membuka mata banyak orang karena kesetiaan yang teruji itulah cinta yang sesungguhnya,"['terima', 'kasih', 'sudah', 'menginspirasi', 'saya', 'membuka', 'mata', 'banyak', 'orang', 'karena', 'kesetiaan', 'yang', 'teruji', 'itulah', 'cinta', 'yang', 'sesungguhnya']",<FreqDist with 16 samples and 17 outcomes>,"['terima', 'kasih', 'menginspirasi', 'membuka', 'kesetiaan', 'teruji', 'cinta', 'sesungguhnya']","['terima', 'kasih', 'menginspirasi', 'membuka', 'kesetiaan', 'teruji', 'cinta', 'sesungguhnya']"
229,positive,cinta itu agung tuhan itu luar biasa,"['cinta', 'itu', 'agung', 'tuhan', 'itu', 'luar', 'biasa']",<FreqDist with 6 samples and 7 outcomes>,"['cinta', 'agung', 'tuhan']","['cinta', 'agung', 'tuhan']"
230,positive,riasan terbaik seorang wanita adalah semangat dan rasa percaya dirinya,"['riasan', 'terbaik', 'seorang', 'wanita', 'adalah', 'semangat', 'dan', 'rasa', 'percaya', 'dirinya']",<FreqDist with 10 samples and 10 outcomes>,"['riasan', 'terbaik', 'wanita', 'semangat', 'percaya']","['riasan', 'terbaik', 'wanita', 'semangat', 'percaya']"
231,positive,nonton menginspirasi sekali,"['nonton', 'menginspirasi', 'sekali']",<FreqDist with 3 samples and 3 outcomes>,"['nonton', 'menginspirasi']","['nonton', 'menginspirasi']"
232,positive,kita mendukung ahok karena orang baik tv,"['kita', 'mendukung', 'ahok', 'karena', 'orang', 'baik', 'tv']",<FreqDist with 7 samples and 7 outcomes>,"['mendukung', 'ahok', 'tv']","['mendukung', 'ahok', 'tv']"
233,positive,mantap pak ahok,"['mantap', 'pak', 'ahok']",<FreqDist with 3 samples and 3 outcomes>,"['mantap', 'ahok']","['mantap', 'ahok']"
234,positive,manusia bersih pasti berani,"['manusia', 'bersih', 'pasti', 'berani']",<FreqDist with 4 samples and 4 outcomes>,"['manusia', 'bersih', 'berani']","['manusia', 'bersih', 'berani']"
235,positive,suka dengan nasehat pak analta amir yg meminta ahok menyaring ucapan,"['suka', 'dengan', 'nasehat', 'pak', 'analta', 'amir', 'yg', 'meminta', 'ahok', 'menyaring', 'ucapan']",<FreqDist with 11 samples and 11 outcomes>,"['suka', 'nasehat', 'analta', 'amir', 'ahok', 'menyaring', 'ucapan']","['suka', 'nasehat', 'analta', 'amir', 'ahok', 'menyaring', 'ucapan']"
236,positive,nonton menarik membuka pikiran menginspirasi sukses selalu,"['nonton', 'menarik', 'membuka', 'pikiran', 'menginspirasi', 'sukses', 'selalu']",<FreqDist with 7 samples and 7 outcomes>,"['nonton', 'menarik', 'membuka', 'pikiran', 'menginspirasi', 'sukses']","['nonton', 'menarik', 'membuka', 'pikiran', 'menginspirasi', 'sukses']"
237,positive,inilah jagoan saya hahahaha,"['inilah', 'jagoan', 'saya', 'hahahaha']",<FreqDist with 4 samples and 4 outcomes>,"['jagoan', 'hahahaha']","['jagoan', 'hahahaha']"
238,positive,salut lah sama orang kek gitu,"['salut', 'lah', 'sama', 'orang', 'kek', 'gitu']",<FreqDist with 6 samples and 6 outcomes>,['salut'],['salut']
239,positive,semoga tambah ok dan panjang umur semoga acara nanti malam lancar,"['semoga', 'tambah', 'ok', 'dan', 'panjang', 'umur', 'semoga', 'acara', 'nanti', 'malam', 'lancar']",<FreqDist with 10 samples and 11 outcomes>,"['semoga', 'umur', 'semoga', 'acara', 'malam', 'lancar']","['semoga', 'umur', 'semoga', 'acara', 'malam', 'lancar']"
240,positive,ajang orangorang saling menginspirasi,"['ajang', 'orangorang', 'saling', 'menginspirasi']",<FreqDist with 4 samples and 4 outcomes>,"['ajang', 'orangorang', 'menginspirasi']","['ajang', 'orangorang', 'menginspirasi']"
241,positive,suara penta boys ini memang keren banget pantas jadi juara di rumania,"['suara', 'penta', 'boys', 'ini', 'memang', 'keren', 'banget', 'pantas', 'jadi', 'juara', 'di', 'rumania']",<FreqDist with 12 samples and 12 outcomes>,"['suara', 'penta', 'keren', 'banget', 'juara', 'rumania']","['suara', 'penta', 'keren', 'banget', 'juara', 'rumania']"
242,positive,penta boys ini masih eksis saja dan saya suka suara mereka keren,"['penta', 'boys', 'ini', 'masih', 'eksis', 'saja', 'dan', 'saya', 'suka', 'suara', 'mereka', 'keren']",<FreqDist with 12 samples and 12 outcomes>,"['penta', 'eksis', 'suka', 'suara', 'keren']","['penta', 'eksis', 'suka', 'suara', 'keren']"
243,positive,rupanya terselip beberapa detik di kick andy keren dan luar biasa,"['rupanya', 'terselip', 'beberapa', 'detik', 'di', 'kick', 'andy', 'keren', 'dan', 'luar', 'biasa']",<FreqDist with 11 samples and 11 outcomes>,"['terselip', 'detik', 'kick', 'andy', 'keren']","['terselip', 'detik', 'kick', 'andy', 'keren']"
244,positive,terimakasih,['terimakasih'],<FreqDist with 1 samples and 1 outcomes>,['terimakasih'],['terimakasih']
245,positive,tayangan yang sangat inspiratif yang banyak memberi motivasi kepada kita untuk lebih bisa mencintai orangorang disabilitas,"['tayangan', 'yang', 'sangat', 'inspiratif', 'yang', 'banyak', 'memberi', 'motivasi', 'kepada', 'kita', 'untuk', 'lebih', 'bisa', 'mencintai', 'orangorang', 'disabilitas']",<FreqDist with 15 samples and 16 outcomes>,"['tayangan', 'inspiratif', 'motivasi', 'mencintai', 'orangorang', 'disabilitas']","['tayangan', 'inspiratif', 'motivasi', 'mencintai', 'orangorang', 'disabilitas']"
246,positive,perjuagan mereka istimewa krn mampu menembus keterbatasan sbg rasa syukur pada allah sangat menginspirasi,"['perjuagan', 'mereka', 'istimewa', 'krn', 'mampu', 'menembus', 'keterbatasan', 'sbg', 'rasa', 'syukur', 'pada', 'allah', 'sangat', 'menginspirasi']",<FreqDist with 14 samples and 14 outcomes>,"['perjuagan', 'istimewa', 'menembus', 'keterbatasan', 'syukur', 'allah', 'menginspirasi']","['perjuagan', 'istimewa', 'menembus', 'keterbatasan', 'syukur', 'allah', 'menginspirasi']"
247,positive,syukurilah atas kehidupanmu saat ini,"['syukurilah', 'atas', 'kehidupanmu', 'saat', 'ini']",<FreqDist with 5 samples and 5 outcomes>,"['syukurilah', 'kehidupanmu']","['syukurilah', 'kehidupanmu']"
248,positive,acara yang sangat menginspirasi sekali salut,"['acara', 'yang', 'sangat', 'menginspirasi', 'sekali', 'salut']",<FreqDist with 6 samples and 6 outcomes>,"['acara', 'menginspirasi', 'salut']","['acara', 'menginspirasi', 'salut']"
249,positive,suka dengan semua tamu yang diundang pasti menginspirasi,"['suka', 'dengan', 'semua', 'tamu', 'yang', 'diundang', 'pasti', 'menginspirasi']",<FreqDist with 8 samples and 8 outcomes>,"['suka', 'tamu', 'diundang', 'menginspirasi']","['suka', 'tamu', 'diundang', 'menginspirasi']"
250,negative,kalo udah di puncak jangan lupa sampahnya di bawa turun lagi karena alam bukan tempat nyampah stop nyampah di gunung,"['kalo', 'udah', 'di', 'puncak', 'jangan', 'lupa', 'sampahnya', 'di', 'bawa', 'turun', 'lagi', 'karena', 'alam', 'bukan', 'tempat', 'nyampah', 'stop', 'nyampah', 'di', 'gunung']",<FreqDist with 17 samples and 20 outcomes>,"['puncak', 'lupa', 'sampahnya', 'bawa', 'turun', 'alam', 'nyampah', 'stop', 'nyampah', 'gunung']","['puncak', 'lupa', 'sampahnya', 'bawa', 'turun', 'alam', 'nyampah', 'stop', 'nyampah', 'gunung']"
251,negative,rt wna terancam dideportasi dan lia terancam dipidanakan,"['rt', 'wna', 'terancam', 'dideportasi', 'dan', 'lia', 'terancam', 'dipidanakan']",<FreqDist with 7 samples and 8 outcomes>,"['wna', 'terancam', 'dideportasi', 'lia', 'terancam', 'dipidanakan']","['wna', 'terancam', 'dideportasi', 'lia', 'terancam', 'dipidanakan']"
252,negative,lebih baik menyalakan lilin daripada mengumpat kepada kegelapan,"['lebih', 'baik', 'menyalakan', 'lilin', 'daripada', 'mengumpat', 'kepada', 'kegelapan']",<FreqDist with 8 samples and 8 outcomes>,"['menyalakan', 'lilin', 'mengumpat', 'kegelapan']","['menyalakan', 'lilin', 'mengumpat', 'kegelapan']"
253,negative,aku ga mau bohongi diri sendiri gimbal alas malang,"['aku', 'ga', 'mau', 'bohongi', 'diri', 'sendiri', 'gimbal', 'alas', 'malang']",<FreqDist with 9 samples and 9 outcomes>,"['bohongi', 'gimbal', 'alas', 'malang']","['bohongi', 'gimbal', 'alas', 'malang']"
254,negative,sampan tidak akan dapat belayar di padang pasir betapa pun jua emp,"['sampan', 'tidak', 'akan', 'dapat', 'belayar', 'di', 'padang', 'pasir', 'betapa', 'pun', 'jua', 'emp']",<FreqDist with 12 samples and 12 outcomes>,"['sampan', 'belayar', 'padang', 'pasir', 'betapa', 'jua', 'emp']","['sampan', 'belayar', 'padang', 'pasir', 'betapa', 'jua', 'emp']"
255,negative,bila kita mencari uang kita akan dipaksa mengupayakan jangan malas,"['bila', 'kita', 'mencari', 'uang', 'kita', 'akan', 'dipaksa', 'mengupayakan', 'jangan', 'malas']",<FreqDist with 9 samples and 10 outcomes>,"['mencari', 'uang', 'dipaksa', 'mengupayakan', 'malas']","['mencari', 'uang', 'dipaksa', 'mengupayakan', 'malas']"
256,negative,dalam hidup terkadang kita lebih banyak mendapatkan apa yang tidak kita inginkan net,"['dalam', 'hidup', 'terkadang', 'kita', 'lebih', 'banyak', 'mendapatkan', 'apa', 'yang', 'tidak', 'kita', 'inginkan', 'net']",<FreqDist with 12 samples and 13 outcomes>,"['hidup', 'terkadang', 'net']","['hidup', 'terkadang', 'net']"
257,negative,cobaan suami saat istri sakit cobaan istri saat suami gak punya duit miris,"['cobaan', 'suami', 'saat', 'istri', 'sakit', 'cobaan', 'istri', 'saat', 'suami', 'gak', 'punya', 'duit', 'miris']",<FreqDist with 9 samples and 13 outcomes>,"['cobaan', 'suami', 'istri', 'sakit', 'cobaan', 'istri', 'suami', 'duit', 'miris']","['cobaan', 'suami', 'istri', 'sakit', 'cobaan', 'istri', 'suami', 'duit', 'miris']"
258,negative,terharu mendengar puisi perempuan yang tak berhenti terjaga dari anakanak ibu shinta nuriyah miris,"['terharu', 'mendengar', 'puisi', 'perempuan', 'yang', 'tak', 'berhenti', 'terjaga', 'dari', 'anakanak', 'ibu', 'shinta', 'nuriyah', 'miris']",<FreqDist with 14 samples and 14 outcomes>,"['terharu', 'mendengar', 'puisi', 'perempuan', 'berhenti', 'terjaga', 'anakanak', 'shinta', 'nuriyah', 'miris']","['terharu', 'mendengar', 'puisi', 'perempuan', 'berhenti', 'terjaga', 'anakanak', 'shinta', 'nuriyah', 'miris']"
259,negative,anak itu milik berdua bukan milik salah satu bantulah istri mengasuh anak seperti itu,"['anak', 'itu', 'milik', 'berdua', 'bukan', 'milik', 'salah', 'satu', 'bantulah', 'istri', 'mengasuh', 'anak', 'seperti', 'itu']",<FreqDist with 11 samples and 14 outcomes>,"['anak', 'milik', 'berdua', 'milik', 'salah', 'bantulah', 'istri', 'mengasuh', 'anak']","['anak', 'milik', 'berdua', 'milik', 'salah', 'bantulah', 'istri', 'mengasuh', 'anak']"
260,negative,ujian suami adalah saat istri sakit dan ujian istri adalah saat suami tidak punya apaapa,"['ujian', 'suami', 'adalah', 'saat', 'istri', 'sakit', 'dan', 'ujian', 'istri', 'adalah', 'saat', 'suami', 'tidak', 'punya', 'apaapa']",<FreqDist with 10 samples and 15 outcomes>,"['ujian', 'suami', 'istri', 'sakit', 'ujian', 'istri', 'suami']","['ujian', 'suami', 'istri', 'sakit', 'ujian', 'istri', 'suami']"
261,negative,bung andy cuma mampir dgn gaya remaja sbg idola remaja dan tidak sempat beli,"['bung', 'andy', 'cuma', 'mampir', 'dgn', 'gaya', 'remaja', 'sbg', 'idola', 'remaja', 'dan', 'tidak', 'sempat', 'beli']",<FreqDist with 13 samples and 14 outcomes>,"['andy', 'mampir', 'gaya', 'remaja', 'idola', 'remaja', 'beli']","['andy', 'mampir', 'gaya', 'remaja', 'idola', 'remaja', 'beli']"
262,negative,kelemahan anda hanyalah sementara karena anda sedang memperkuatnya tetapi bila anda jadi,"['kelemahan', 'anda', 'hanyalah', 'sementara', 'karena', 'anda', 'sedang', 'memperkuatnya', 'tetapi', 'bila', 'anda', 'jadi']",<FreqDist with 10 samples and 12 outcomes>,"['kelemahan', 'memperkuatnya']","['kelemahan', 'memperkuatnya']"
263,negative,kekuatan terbesar yang mampu mengalahkan stress adalah kemampuan memilih pikiran yang tepat kita akan,"['kekuatan', 'terbesar', 'yang', 'mampu', 'mengalahkan', 'stress', 'adalah', 'kemampuan', 'memilih', 'pikiran', 'yang', 'tepat', 'kita', 'akan']",<FreqDist with 13 samples and 14 outcomes>,"['kekuatan', 'terbesar', 'mengalahkan', 'stress', 'kemampuan', 'memilih', 'pikiran']","['kekuatan', 'terbesar', 'mengalahkan', 'stress', 'kemampuan', 'memilih', 'pikiran']"
264,negative,itu yg saya kesel coba kalo sodara km ngantri ke kanker coba km rasain kok bs gitu fitnah org,"['itu', 'yg', 'saya', 'kesel', 'coba', 'kalo', 'sodara', 'km', 'ngantri', 'ke', 'kanker', 'coba', 'km', 'rasain', 'kok', 'bs', 'gitu', 'fitnah', 'org']",<FreqDist with 17 samples and 19 outcomes>,"['kesel', 'coba', 'sodara', 'ngantri', 'kanker', 'coba', 'rasain', 'fitnah']","['kesel', 'coba', 'sodara', 'ngantri', 'kanker', 'coba', 'rasain', 'fitnah']"
265,negative,klo pulang ke rumah mati ga ada yg urus miskin kok kita mw taruh dia di apartemen,"['klo', 'pulang', 'ke', 'rumah', 'mati', 'ga', 'ada', 'yg', 'urus', 'miskin', 'kok', 'kita', 'mw', 'taruh', 'dia', 'di', 'apartemen']",<FreqDist with 17 samples and 17 outcomes>,"['pulang', 'rumah', 'mati', 'urus', 'miskin', 'taruh', 'apartemen']","['pulang', 'rumah', 'mati', 'urus', 'miskin', 'taruh', 'apartemen']"
266,negative,kalo dia berantem tdk ada telor busuk diketeknya,"['kalo', 'dia', 'berantem', 'tdk', 'ada', 'telor', 'busuk', 'diketeknya']",<FreqDist with 8 samples and 8 outcomes>,"['berantem', 'telor', 'busuk', 'diketeknya']","['berantem', 'telor', 'busuk', 'diketeknya']"
267,negative,pak btp mukanya sedih banget pas kakak angkatnya ngomong,"['pak', 'btp', 'mukanya', 'sedih', 'banget', 'pas', 'kakak', 'angkatnya', 'ngomong']",<FreqDist with 9 samples and 9 outcomes>,"['btp', 'mukanya', 'sedih', 'banget', 'pas', 'kakak', 'angkatnya', 'ngomong']","['btp', 'mukanya', 'sedih', 'banget', 'pas', 'kakak', 'angkatnya', 'ngomong']"
268,negative,andy terlihat kaku dan jaga sikap saat mengundang ahok menjadi tamu mungkin agar terlihat lebih formal,"['andy', 'terlihat', 'kaku', 'dan', 'jaga', 'sikap', 'saat', 'mengundang', 'ahok', 'menjadi', 'tamu', 'mungkin', 'agar', 'terlihat', 'lebih', 'formal']",<FreqDist with 15 samples and 16 outcomes>,"['andy', 'kaku', 'jaga', 'sikap', 'mengundang', 'ahok', 'tamu', 'formal']","['andy', 'kaku', 'jaga', 'sikap', 'mengundang', 'ahok', 'tamu', 'formal']"
269,negative,makin stress makin ngantuk,"['makin', 'stress', 'makin', 'ngantuk']",<FreqDist with 3 samples and 4 outcomes>,"['stress', 'ngantuk']","['stress', 'ngantuk']"
270,negative,jangan melihat orang dari cover nya aja tapi lihat lah dia dari sisi lain nya fisik bisa saja sm namun isinya berbeda,"['jangan', 'melihat', 'orang', 'dari', 'cover', 'nya', 'aja', 'tapi', 'lihat', 'lah', 'dia', 'dari', 'sisi', 'lain', 'nya', 'fisik', 'bisa', 'saja', 'sm', 'namun', 'isinya', 'berbeda']",<FreqDist with 20 samples and 22 outcomes>,"['cover', 'sisi', 'fisik', 'sm', 'isinya', 'berbeda']","['cover', 'sisi', 'fisik', 'sm', 'isinya', 'berbeda']"
271,negative,kayak gajah yg dibilang psikolog di tv,"['kayak', 'gajah', 'yg', 'dibilang', 'psikolog', 'di', 'tv']",<FreqDist with 7 samples and 7 outcomes>,"['gajah', 'dibilang', 'psikolog', 'tv']","['gajah', 'dibilang', 'psikolog', 'tv']"
272,negative,jangan di bakarin dong pak andy,"['jangan', 'di', 'bakarin', 'dong', 'pak', 'andy']",<FreqDist with 6 samples and 6 outcomes>,"['bakarin', 'andy']","['bakarin', 'andy']"
273,negative,bikin sakit perut nonton kisah sarjana tertua di indonesia,"['bikin', 'sakit', 'perut', 'nonton', 'kisah', 'sarjana', 'tertua', 'di', 'indonesia']",<FreqDist with 9 samples and 9 outcomes>,"['sakit', 'perut', 'nonton', 'kisah', 'sarjana', 'tertua', 'indonesia']","['sakit', 'perut', 'nonton', 'kisah', 'sarjana', 'tertua', 'indonesia']"
274,negative,pekerjaan yg tdk sesuai dengan kualifikasi pendidikannya,"['pekerjaan', 'yg', 'tdk', 'sesuai', 'dengan', 'kualifikasi', 'pendidikannya']",<FreqDist with 7 samples and 7 outcomes>,"['pekerjaan', 'sesuai', 'kualifikasi', 'pendidikannya']","['pekerjaan', 'sesuai', 'kualifikasi', 'pendidikannya']"
275,negative,tp ttp tdk msk surga jd ibadahnya sia hahaah rt sp bilang orang bertato tdk boleh beribadah,"['tp', 'ttp', 'tdk', 'msk', 'surga', 'jd', 'ibadahnya', 'sia', 'hahaah', 'rt', 'sp', 'bilang', 'orang', 'bertato', 'tdk', 'boleh', 'beribadah']",<FreqDist with 16 samples and 17 outcomes>,"['ttp', 'msk', 'surga', 'ibadahnya', 'sia', 'hahaah', 'sp', 'bertato', 'beribadah']","['ttp', 'msk', 'surga', 'ibadahnya', 'sia', 'hahaah', 'sp', 'bertato', 'beribadah']"
276,negative,orang bertato tdk boleh beribadah,"['orang', 'bertato', 'tdk', 'boleh', 'beribadah']",<FreqDist with 5 samples and 5 outcomes>,"['bertato', 'beribadah']","['bertato', 'beribadah']"
277,negative,apakah kamu bodoh tidak kamu di bodohi oleh suatu sistem mikemarjinal,"['apakah', 'kamu', 'bodoh', 'tidak', 'kamu', 'di', 'bodohi', 'oleh', 'suatu', 'sistem', 'mikemarjinal']",<FreqDist with 10 samples and 11 outcomes>,"['bodoh', 'bodohi', 'sistem', 'mikemarjinal']","['bodoh', 'bodohi', 'sistem', 'mikemarjinal']"
278,negative,gimana soal un  bs bocor pertanyaan malaikat di alam kubur aja udah bocor,"['gimana', 'soal', 'un', 'bs', 'bocor', 'pertanyaan', 'malaikat', 'di', 'alam', 'kubur', 'aja', 'udah', 'bocor']",<FreqDist with 12 samples and 13 outcomes>,"['bocor', 'malaikat', 'alam', 'kubur', 'bocor']","['bocor', 'malaikat', 'alam', 'kubur', 'bocor']"
279,negative,masa ada anak lulus dg nilai palingg tinggi dan lulus snmptn undangan bidik misi pdhl dia susah sekali,"['masa', 'ada', 'anak', 'lulus', 'dg', 'nilai', 'palingg', 'tinggi', 'dan', 'lulus', 'snmptn', 'undangan', 'bidik', 'misi', 'pdhl', 'dia', 'susah', 'sekali']",<FreqDist with 17 samples and 18 outcomes>,"['anak', 'lulus', 'nilai', 'palingg', 'lulus', 'snmptn', 'undangan', 'bidik', 'misi', 'pdhl', 'susah']","['anak', 'lulus', 'nilai', 'palingg', 'lulus', 'snmptn', 'undangan', 'bidik', 'misi', 'pdhl', 'susah']"
280,negative,orang belanda aja peduli sama orang indonesia yg berada  daerah terisolir gimana dg pemerintah indonesia zhonk kickandymetrotv,"['orang', 'belanda', 'aja', 'peduli', 'sama', 'orang', 'indonesia', 'yg', 'berada', 'daerah', 'terisolir', 'gimana', 'dg', 'pemerintah', 'indonesia', 'zhonk', 'kickandymetrotv']",<FreqDist with 15 samples and 17 outcomes>,"['belanda', 'peduli', 'indonesia', 'daerah', 'terisolir', 'pemerintah', 'indonesia', 'zhonk', 'kickandymetrotv']","['belanda', 'peduli', 'indonesia', 'daerah', 'terisolir', 'pemerintah', 'indonesia', 'zhonk', 'kickandymetrotv']"
281,negative,merinding deh nonton,"['merinding', 'deh', 'nonton']",<FreqDist with 3 samples and 3 outcomes>,"['merinding', 'nonton']","['merinding', 'nonton']"
282,negative,indonesia bahkan kita dididik untuk menjadi rusak,"['indonesia', 'bahkan', 'kita', 'dididik', 'untuk', 'menjadi', 'rusak']",<FreqDist with 7 samples and 7 outcomes>,"['indonesia', 'dididik', 'rusak']","['indonesia', 'dididik', 'rusak']"
283,negative,parahnya kualitas pendidikan di indonesia,"['parahnya', 'kualitas', 'pendidikan', 'di', 'indonesia']",<FreqDist with 5 samples and 5 outcomes>,"['parahnya', 'kualitas', 'pendidikan', 'indonesia']","['parahnya', 'kualitas', 'pendidikan', 'indonesia']"
284,negative,demi apapun ya kick andy sekarang botak,"['demi', 'apapun', 'ya', 'kick', 'andy', 'sekarang', 'botak']",<FreqDist with 7 samples and 7 outcomes>,"['apapun', 'kick', 'andy', 'botak']","['apapun', 'kick', 'andy', 'botak']"
285,negative,jadi merasa malu krn kalah dari org yg tdk sempurna tapi mempunyai yg lebih dari org sempurna,"['jadi', 'merasa', 'malu', 'krn', 'kalah', 'dari', 'org', 'yg', 'tdk', 'sempurna', 'tapi', 'mempunyai', 'yg', 'lebih', 'dari', 'org', 'sempurna']",<FreqDist with 13 samples and 17 outcomes>,"['malu', 'kalah', 'sempurna', 'sempurna']","['malu', 'kalah', 'sempurna', 'sempurna']"
286,negative,hukum di indonesia masih jauh dari kata adil,"['hukum', 'di', 'indonesia', 'masih', 'jauh', 'dari', 'kata', 'adil']",<FreqDist with 8 samples and 8 outcomes>,"['hukum', 'indonesia', 'adil']","['hukum', 'indonesia', 'adil']"
287,negative,aku kira makin tua makin keladi malah jd macan ompong melempem kecewa liat amin rais di,"['aku', 'kira', 'makin', 'tua', 'makin', 'keladi', 'malah', 'jd', 'macan', 'ompong', 'melempem', 'kecewa', 'liat', 'amin', 'rais', 'di']",<FreqDist with 15 samples and 16 outcomes>,"['tua', 'keladi', 'macan', 'ompong', 'melempem', 'kecewa', 'liat', 'amin', 'rais']","['tua', 'keladi', 'macan', 'ompong', 'melempem', 'kecewa', 'liat', 'amin', 'rais']"
288,negative,media harus mengisi lebih banyak ttg kisah sukses di tv bukan gosip berita rusuh acara gg jelas tai kucing,"['media', 'harus', 'mengisi', 'lebih', 'banyak', 'ttg', 'kisah', 'sukses', 'di', 'tv', 'bukan', 'gosip', 'berita', 'rusuh', 'acara', 'gg', 'jelas', 'tai', 'kucing']",<FreqDist with 19 samples and 19 outcomes>,"['media', 'mengisi', 'kisah', 'sukses', 'tv', 'gosip', 'berita', 'rusuh', 'acara', 'gg', 'tai', 'kucing']","['media', 'mengisi', 'kisah', 'sukses', 'tv', 'gosip', 'berita', 'rusuh', 'acara', 'gg', 'tai', 'kucing']"
289,negative,jika ingin dihargai orang hargailah orang lain juga,"['jika', 'ingin', 'dihargai', 'orang', 'hargailah', 'orang', 'lain', 'juga']",<FreqDist with 7 samples and 8 outcomes>,"['dihargai', 'hargailah']","['dihargai', 'hargailah']"
290,negative,dibawah sana banyak yg lebih sulit jangan banyak mengeluh,"['dibawah', 'sana', 'banyak', 'yg', 'lebih', 'sulit', 'jangan', 'banyak', 'mengeluh']",<FreqDist with 8 samples and 9 outcomes>,"['dibawah', 'sulit', 'mengeluh']","['dibawah', 'sulit', 'mengeluh']"
291,negative,hidup adalah perjuangan yang melelahkan capek,"['hidup', 'adalah', 'perjuangan', 'yang', 'melelahkan', 'capek']",<FreqDist with 6 samples and 6 outcomes>,"['hidup', 'perjuangan', 'melelahkan', 'capek']","['hidup', 'perjuangan', 'melelahkan', 'capek']"
292,negative,orangorang yang berhenti belajar akan menjadi bodoh,"['orangorang', 'yang', 'berhenti', 'belajar', 'akan', 'menjadi', 'bodoh']",<FreqDist with 7 samples and 7 outcomes>,"['orangorang', 'berhenti', 'belajar', 'bodoh']","['orangorang', 'berhenti', 'belajar', 'bodoh']"
293,negative,ambillah waktu untuk berfikir jangan jadi perusak,"['ambillah', 'waktu', 'untuk', 'berfikir', 'jangan', 'jadi', 'perusak']",<FreqDist with 7 samples and 7 outcomes>,"['ambillah', 'berfikir', 'perusak']","['ambillah', 'berfikir', 'perusak']"
294,negative,miris ketika melihat banyak perusak di indonesia,"['miris', 'ketika', 'melihat', 'banyak', 'perusak', 'di', 'indonesia']",<FreqDist with 7 samples and 7 outcomes>,"['miris', 'perusak', 'indonesia']","['miris', 'perusak', 'indonesia']"
